optionID,optionDescription,price,quantity,extendedPrice
P10071400,"Level 2 - Carpet Pad - 7/16"" 8LB Basement Exercise",30,6,180
P10071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",20,8,160
P10071460,"Level 3 - Pet Proof Carpet Pad - 1/2"" 8lb Master Bedroom",140,2,280
P10071466,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #2",80,4,320
P10071474,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Rec Room",260,1,260
P10071476,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Office",80,1,80
P10071478,"Level 3 - Carpet Pad - 1/2"" 8lb Stairs to Basement",40,4,160
P10071550,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #3/Optional Dining",80,4,320
P10071750,"Level 3 - Carpet Pad - 1/2"" 8LB Basement Exercise",80,1,80
P20070010,Change carpeted stairs to have stained oak treads - Basement,890,4,3560
P20070010,Change carpeted stairs to have stained oak treads - Basement (must sel,906.3636364,11,9970
P20070010,Change carpeted stairs to have stained oak treads - 8',890,2,1780
P20070028,Included Level - Carpet Master Bedroom w/ 2ft Extension,0,1,0
P20070034,Included Level - Carpet Bed 2,0,1,0
P20070036,Included Level - Carpet Bed 3,0,1,0
P20070068,Included Level - Carpet Basement Rec Room,0,1,0
P20070070,Included Level - Carpet Basement Office,0,1,0
P20070074,Included Level - Carpet Stairs to Basement,0,1,0
P20070150,Level 2 - Carpet Master Bedroom,110,14,1540
P20070151,Level 2 - Carpet Master Bedroom w/ 2ft Extension,170,5,850
P20070170,Level 2 - Carpet Dining Room/Study,60,10,600
P20070200,Level 2 - Carpet Bed 2,70,20,1400
P20070210,Level 2 - Carpet Bed 3,60,21,1260
P20070300,Level 2 - Carpet Basement Rec Room,280,11,3080
P20070310,Level 2 - Carpet Basement Office,90,12,1080
P20070450,Level 2 - Carpet Stairs to Basement,30,15,450
P20070550,Level 3 - Carpet Master Bedroom,430,3,1290
P20070551,Level 3 - Carpet Master Bedroom w/ 2ft Extension,520,1,520
P20070570,Level 3 - Carpet Dining Room/Study,230,3,690
P20070600,Level 3 - Carpet Bed 2,250,4,1000
P20070610,Level 3 - Carpet Bed 3,230,4,920
P20070700,Level 3 - Carpet Basement Rec Room,1100,2,2200
P20070750,Level 3 - Carpet Basement Office,340,3,1020
P20070850,Level 3 - Carpet Stairs to Basement,110,1,110
P20071100,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom",61.53846154,26,1600
P20071100,Level 2 - Carpet Pad - Master Bedroom,60,10,600
P20071110,Level 2 - Carpet Pad - Master Bedroom w/ 2ft Extension,60,2,120
P20071110,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom w/ 2ft Extension",62.5,4,250
P20071120,"Level 2 - Carpet Pad - 7/16"" 8lb Dining Room/Study",30,9,270
P20071120,Level 2 - Carpet Pad - Dining Room/Study,30,7,210
P20071150,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #2",40,27,1080
P20071150,Level 2 - Carpet Pad - Bedroom #2,40,12,480
P20071160,Level 2 - Carpet Pad - Bedroom #3,30,12,360
P20071160,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #3",30.71428571,28,860
P20071163,"Level 2 - Carpet Pad - 7/16"" 8lb Great Room",130,1,130
P20071251,"Level 2 - Carpet Pad - 7/16"" 8lb Great Room w/ 2ft Extension",130,1,130
P20071300,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Rec Room",138.9909091,22,3057.8
P20071300,Level 2 - Carpet Pad - Basement Rec Room,140,6,840
P20071350,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Office",50,20,1000
P20071350,Level 2 - Carpet Pad - Basement Office,50,7,350
P20071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",23.6,25,590
P20071450,Level 2 - Carpet Pad - Stairs to Basement,20,10,200
P20071460,"Level 3 - Carpet Pad - 1/2"" 8lb Master Bedroom",140,1,140
P20071464,"Level 3 - Carpet Pad - 1/2"" 8lb Dining Room/Study",80,2,160
P20071466,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #2",80,3,240
P20071468,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #3",80,3,240
P20071474,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Rec Room",350,4,1400
P20071476,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Office",110,4,440
P20071478,"Level 3 - Carpet Pad - 1/2"" 8lb Stairs to Basement",40,3,120
P30070020,Change carpeted stairs to have stained oak treads - Second Floor,1010,3,3030
P30070110,Level 2 - Carpet Stairs to Second Floor,40,5,200
P30070150,Level 2 - Carpet Master Bedroom,130,6,780
P30070170,Level 2 - Carpet Dining Room/Study,70,2,140
P30070200,Level 2 - Carpet Bed 2,60,4,240
P30070210,Level 2 - Carpet Bed 3,70,4,280
P30070212,Level 2 - Carpet Bed 4,70,6,420
P30070214,Level 2 - Carpet Loft,80,3,240
P30070260,Level 2 - Carpet Bed 2 With Bathroom Option,90,2,180
P30070261,Level 2 - Carpet Bed 3 With Bathroom Option,120,2,240
P30070262,Level 2 - Carpet Loft With Bathroom Option,-40,1,-40
P30070300,Level 2 - Carpet Basement Rec Room,230,1,230
P30070350,Level 2 - Carpet Basement Office,100,1,100
P30070450,Level 2 - Carpet Stairs to Basement,30,1,30
P30071100,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom",50,6,300
P30071100,Level 2 - Carpet Pad - Master Bedroom,50,2,100
P30071112,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom w/ 4ft Extension",60,1,60
P30071120,Level 2 - Carpet Pad - Dining Room/Study,40,1,40
P30071120,"Level 2 - Carpet Pad - 7/16"" 8lb Dining Room/Study",40,2,80
P30071125,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Second Floor",33.33333333,3,100
P30071125,Level 2 - Carpet Pad - Stairs to Second Floor,30,1,30
P30071150,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #2",40,6,240
P30071150,Level 2 - Carpet Pad - Bedroom #2,40,1,40
P30071160,Level 2 - Carpet Pad - Bedroom #3,40,1,40
P30071160,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #3",40,6,240
P30071162,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #4",40,7,280
P30071162,Level 2 - Carpet Pad - Bedroom #4,40,2,80
P30071165,"Level 2 - Carpet Pad - 7/16"" 8lb Loft",40,3,120
P30071166,"Level 2 - Carpet Pad - 7/16"" 8lb Bed 2 W/Bathroom Option",40,1,40
P30071166,Level 2 - Carpet Pad - Bed 2 W/Bathroom Option,40,1,40
P30071167,"Level 2 - Carpet Pad - 7/16"" 8lb Bed 3 W/Bathroom Option",40,1,40
P30071167,Level 2 - Carpet Pad - Bed 3 W/Bathroom Option,40,1,40
P30071168,Level 2 - Carpet Pad - Loft w/Bathroom Option,20,1,20
P30071168,"Level 2 - Carpet Pad - 7/16"" 8lb Loft w/Bathroom Option",20,1,20
P30071300,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Rec Room",120,3,360
P30071350,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Office",50,3,150
P30071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",20,3,60
P40070020,Change carpeted stairs to have stained oak treads - Second Floor,925,2,1850
P40070861,Level 3 - Carpet First Floor Guest Suite,380,1,380
P40071491,"Level 3 - Carpet Pad - 1/2"" 8lb First Floor Guest Suite",120,1,120
P41070150,Level 2 - Carpet Master Bedroom,190,1,190
P41070205,Level 2 - Carpet Bed 2 w/ Cabana Bath,260,1,260
P41070210,Level 2 - Carpet Bed 3,110,1,110
P41071100,Level 2 - Carpet Pad - Master Bedroom,70,1,70
P41071155,Level 2 - Carpet Pad - Bed 2 w/ Cabana Bath,70,1,70
P41071160,Level 2 - Carpet Pad - Bedroom 3,40,1,40
P50070010,Change carpeted stairs to have stained oak treads - Basement (must sel,813.3333333,6,4880
P50070010,Change carpeted stairs to have stained oak treads - Basement,641.6666667,6,3850
P50070150,Level 2 - Carpet Master Bedroom,140,8,1120
P50070200,Level 2 - Carpet Bed 2,60,10,600
P50070210,Level 2 - Carpet Bed 3,70,10,700
P50070212,Level 2 - Carpet Bed 4,60,5,300
P50070250,Level 2 - Carpet Great Room,130,1,130
P50070300,Level 2 - Carpet Basement Rec Room,260,8,2080
P50070350,Level 2 - Carpet Basement Office,80,7,560
P50070450,Level 2 - Carpet Stairs to Basement,30,7,210
P50070550,Level 3 - Carpet Master Bedroom,560,1,560
P50070700,Level 3 - Carpet Basement Rec Room,1030,2,2060
P50070750,Level 3 - Carpet Basement Office,310,1,310
P50070850,Level 3 - Carpet Stairs to Basement,110,2,220
P50071100,Level 2 - Carpet Pad - Master Bedroom,70,3,210
P50071100,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom",70,7,490
P50071120,Level 2 - Carpet Pad - Dining Room,40,1,40
P50071150,Level 2 - Carpet Pad - Bedroom #2,30,5,150
P50071150,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #2",30,7,210
P50071160,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #3",40,7,280
P50071160,Level 2 - Carpet Pad - Bedroom #3,40,5,200
P50071162,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #4",30,2,60
P50071163,"Level 2 - Carpet Pad - 7/16"" 8lb Great Room",70,1,70
P50071300,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Rec Room",130,3,390
P50071300,Level 2 - Carpet Pad - Basement Rec Room,130,7,910
P50071350,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Office",40,2,80
P50071350,Level 2 - Carpet Pad - Basement Office,40,6,240
P50071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",20,3,60
P50071450,Level 2 - Carpet Pad - Stairs to Basement,20,6,120
P50071460,"Level 3 - Carpet Pad - 1/2"" 8lb Master Bedroom",180,3,540
P50071466,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #2",80,3,240
P50071468,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #3",80,3,240
P50071469,"Level 3 - Carpet Pad - 1/2"" 8lb Bedroom #4",70,3,210
P50071474,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Rec Room",330,2,660
P50071476,"Level 3 - Carpet Pad - 1/2"" 8lb Basement Office",100,1,100
P50071478,"Level 3 - Carpet Pad - 1/2"" 8lb Stairs to Basement",40,3,120
P60070010,Change carpeted stairs to have stained oak treads - Basement,700,2,1400
P60070010,Change carpeted stairs to have stained oak treads - Basement (must sel,800,4,3200
P60070020,Change carpeted stairs to have stained oak treads - Second Floor,1300,10,13000
P60070110,Level 2 - Carpet Stairs to Second Floor,50,1,50
P60070150,Level 2 - Carpet Master Bedroom,130,2,260
P60070200,Level 2 - Carpet Bed 2,132.8571429,7,930
P60070210,Level 2 - Carpet Bed 3,105,6,630
P60070212,Level 2 - Carpet Bed 4,110,3,330
P60070216,Level 2 - Carpet Master Bedroom with Alternate Master Bath,220,3,660
P60070219,Level 2 - Carpet Alternate Second Floor Bridge/Hall/Loft,170,2,340
P60070220,Level 2 - Carpet Bridge/Hall,80,2,160
P60070300,Level 2 - Carpet Basement Rec Room,250,5,1250
P60070350,Level 2 - Carpet Basement Office,90,4,360
P60070450,Level 2 - Carpet Stairs to Basement,40,1,40
P60071100,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom",70,3,210
P60071120,"Level 2 - Carpet Pad - 7/16"" 8lb Dining Room/Study",40,1,40
P60071125,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Second Floor",30,3,90
P60071126,Level 2 - Carpet Pad - Master Bedroom with Alternate Master Bath,80,2,160
P60071126,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom with Alternate Master",75,2,150
P60071127,"Level 2 - Carpet Pad - 7/16"" 8lb Alternate Bed 2 w/Bath",60,1,60
P60071128,Level 2 - Carpet Pad - at Alternate Second Floor Bridge/Hall/Loft,60,1,60
P60071128,"Level 2 - Carpet Pad - 7/16"" 8lb at Alternate Second Floor Bridge/Hall",60,1,60
P60071129,"Level 2 -Carpet Pad - 7/16"" 8lb Bridge/Hall",40,2,80
P60071150,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #2",58.33333333,6,350
P60071150,Level 2 - Carpet Pad - Bedroom #2,50,3,150
P60071160,Level 2 - Carpet Pad - Bedroom #3,65,2,130
P60071160,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #3",40,7,280
P60071162,Level 2 - Carpet Pad - Bedroom #4,40,1,40
P60071162,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #4",50,3,150
P60071300,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Rec Room",130,4,520
P60071300,Level 2 - Carpet Pad - Basement Rec Room,130,2,260
P60071350,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Office",50,4,200
P60071350,Level 2 - Carpet Pad - Basement Office,50,1,50
P60071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",20,3,60
P60071470,"Level 3 - Carpet Pad - 1/2"" 8lb Great Room",170,1,170
P70070010,Change carpeted stairs to have stained oak treads - Basement (must sel,770,3,2310
P70070020,Change carpeted stairs to have stained oak treads - Second Floor,675.7142857,7,4730
P70070110,Level 2 - Carpet Stairs to Second Floor,40,3,120
P70070150,Level 2 - Carpet Master Bedroom,100,3,300
P70070200,Level 2 - Carpet Bed 2,140,3,420
P70070210,Level 2 - Carpet Bed 3,100,3,300
P70070213,Level 2 - Carpet Bedroom #4,93.33333333,3,280
P70070221,Level 2 - Carpet Second Floor Hall,30,2,60
P70070225,Level 2 - Carpet Bonus Room,120,3,360
P70070300,Level 2 - Carpet Basement Rec Room,270,2,540
P70070350,Level 2 - Carpet Basement Office,120,1,120
P70070450,Level 2 - Carpet Stairs to Basement,60,2,120
P70070550,Level 3 - Carpet Master Bedroom,380,2,760
P70070571,Level 3 - Carpet Bonus Room,400,2,800
P70070572,Level 3 - Carpet Stairs to Second Floor,120,1,120
P70070600,Level 3 - Carpet Bed 2,270,2,540
P70070610,Level 3 - Carpet Bed 3,310,2,620
P70070811,Level 3 - Carpet Bedroom #4,270,2,540
P70070820,Level 3 - Carpet Second Floor Hall,110,2,220
P70071100,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom",50,7,350
P70071112,"Level 2 - Carpet Pad - 7/16"" 8lb Master Bedroom w/ 4ft Extension",60,1,60
P70071120,"Level 2 - Carpet Pad - 7/16"" 8lb Dining Room/Study",40,2,80
P70071130,"Level 2 - Carpet Pad - 7/16"" 8lb Bonus Room",51.25,8,410
P70071130,Level 2 - Carpet Pad - Bed 5,50,1,50
P70071150,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #2",40,8,320
P70071150,Level 2 - Carpet Pad - Bedroom #2,40,1,40
P70071160,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #3",40,8,320
P70071160,Level 2 - Carpet Pad - Bedroom #3,40,1,40
P70071162,Level 2 - Carpet Pad - Bedroom #4,40,1,40
P70071162,"Level 2 - Carpet Pad - 7/16"" 8lb Bedroom #4",42.5,8,340
P70071220,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Second Floor",20,6,120
P70071220,Level 2 - Carpet Pad - Stairs to Second Floor,20,1,20
P70071300,Level 2 - Carpet Pad - Basement Rec Room,140,1,140
P70071300,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Rec Room",140,2,280
P70071350,Level 2 - Carpet Pad - Basement Office,50,1,50
P70071350,"Level 2 - Carpet Pad - 7/16"" 8lb Basement Office",50,1,50
P70071450,"Level 2 - Carpet Pad - 7/16"" 8lb Stairs to Basement",20,2,40
P70071450,Level 2 - Carpet Pad - Stairs to Basement,20,1,20
ZGBL70022,Included Level - Carpet at Bed 3/ Dining Option,0,1,0
ZGBL70026,Included Level - Carpet Master Bedroom,0,7,0
ZGBL70028,Included Level - Carpet Master Bedroom w/ 2ft Extension,0,1,0
ZGBL70032,Included Level - Carpet Dining Room/Study,0,2,0
ZGBL70034,Included Level - Carpet Bed 2,0,9,0
ZGBL70036,Included Level - Carpet Bed 3,0,9,0
ZGBL70038,Included Level - Carpet Bed 4,0,4,0
ZGBL70040,Included Level - Carpet Loft,0,1,0
ZGBL70056,Included Level - Carpet Great Room,0,1,0
ZGBL70068,Included Level - Carpet Basement Rec Room,0,7,0
ZGBL70070,Included Level - Carpet Basement Office,0,6,0
ZGBL70072,Included Level - Carpet Basement Exercise,0,4,0
ZGBL70074,Included Level - Carpet Stairs to Basement,0,8,0
ZGBL70096,Included Level - Carpet Pad In Standard Locations,0,5,0
G10078000,Bath 2 - Americast Tub w/ tile to Walk-in Shower Level 1 - 7' High,1460,1,1460
G10078005,Bath 2 - Americast Tub w/ tile to Walk-in Shower Level 1 - 9' High,1890,1,1890
G10078100,Master Bath Shower Floor - Standard Bathroom - Level 2,70,1,70
G10078150,Master Bath Shower Floor - Standard Bathroom - Level 3,110,3,330
G10078175,Master Bath Shower Floor - Standard Bathroom - Level 4,420,1,420
G10078200,Master Bath Shower Floor - Alternate Bathroom - Level 2,120,1,120
G10078305,Laundry Room Tile - Level 2,50,1,50
G10078435,Master Bath - Bathroom Floor - Level 3,350,2,700
G10078440,Master Bath - Bathroom Floor - Level 4,490,1,490
G10078445,Alternate Master Bath - Bathroom Floor - Level 2,120,1,120
G10078500,Bath 2 - Bathroom Floor - Level 2,50,1,50
G10078505,Bath 2 - Bathroom Floor - Level 3,160,1,160
G10078520,Bath 2 - Shower Floor - Level 3,90,1,90
G10078530,Bath 2 - Shower Walls - Level 2,120,1,120
G10079010,Master Bath Shower Wall - Standard Bathroom - Level 2,270,1,270
G10079020,Master Bath Shower Wall - Standard Bathroom - Level 3,680,3,2040
G10079025,Master Bath Shower Wall - Standard Bathroom - Level 4,970,1,970
G10079030,Master Bath Shower Wall - Alternate Bathroom - Level 2,310,1,310
G10079078,Add Bench In Master Shower,200,19,3800
G10079100,Level 1 - Ceramic tile backsplash - Standard Kitchen layout,900,4,3600
G10079150,Level 3 - Ceramic tile backsplash - Standard Kitchen layout,1000,2,2000
G10079175,Level 4 - Ceramic tile backsplash - Standard Kitchen layout,1140,2,2280
G10079200,Level 5 - Ceramic tile backsplash - Standard Kitchen layout,1230,1,1230
G10079250,Level 1 - Ceramic tile backsplash - Deluxe Kitchen layout,900,4,3600
G10079275,Level 2 - Ceramic tile backsplash - Deluxe Kitchen layout,940,4,3760
G10079550,Fireplace - Level 2 Tile,30,2,60
G10079551,Fireplace - Level 3 Tile,60,4,240
G10079555,Fireplace - Level 1 Deluxe Material,260,2,520
G10079557,Fireplace - Level 3 Deluxe Material,370,1,370
G20078000,Bath 2 - Americast Tub w/ tile to Walk-in Shower Level 1 - 7' High,1460,1,1460
G20078005,Bath 2 - Americast Tub w/ tile to Walk-in Shower Level 1 - 9' High,1920,1,1920
G20078011,Bath (Upstairs) Americast Tub to Walk-in Shower Level 2 - 7' High,1620,1,1620
G20078015,Bath (Upstairs) Americast Tub to Walk-in Shower Level 1 - 9' High,1920,1,1920
G20078030,Bath (Basement) 1 PC to Americast w/ Tile Surround Level 1 - 5' High,1300,2,2600
G20078031,Bath (Basement) 1 PC to Americast w/ Tile Surround Level 2 - 5' High,1420,2,2840
G20078100,Master Bath Shower Floor - Standard Bathroom - Level 2,70,8,560
G20078150,Master Bath Shower Floor - Standard Bathroom - Level 3,113.3333333,3,340
G20078175,Master Bath Shower Floor - Standard Bathroom - Level 4,440,4,1760
G20078200,Master Bath Shower Floor - Alternate Bathroom - Level 2,135.3125,32,4330
G20078225,Master Bath Shower Floor - Alternate Bathroom - Level 4,770,19,14630
G20078250,Master Bath Shower Floor - Alternate Bathroom - Level 3,200,5,1000
G20078305,Laundry Room Tile - Level 2,123.0952381,21,2585
G20078310,Laundry Room Tile - Level 3,320,11,3520
G20078315,Laundry Room Tile - Level 4,460,22,10120
G20078430,Master Bath - Bathroom Floor - Level 2,230,8,1840
G20078435,Master Bath - Bathroom Floor - Level 3,570,5,2850
G20078440,Master Bath - Bathroom Floor - Level 4,810,5,4050
G20078445,Alternate Master Bath - Bathroom Floor - Level 2,240,12,2880
G20078450,Alternate Master Bath - Bathroom Floor - Level 3,601,10,6010
G20078455,Alternate Master Bath - Bathroom Floor - Level 4,806,20,16120
G20078500,Bath 2 - Bathroom Floor - Level 2,69.28571429,21,1455
G20078505,Bath 2 - Bathroom Floor - Level 3,170,5,850
G20078510,Bath 2 - Bathroom Floor - Level 4,230,2,460
G20078530,Bath 2 - Americast Tub Surround Level 2 - 5',120,15,1800
G20078530,Bath 2 - Shower Walls - Level 2,88.33333333,3,265
G20078535,Bath 2 - Americast Tub Surround Level 3 - 5',290,5,1450
G20078535,Bath 2 - Shower Walls - Level 3,290,1,290
G20078540,Bath 2 - Americast Tub Surround Level 4 - 5',410,1,410
G20078565,Bath 3 (Upstairs) - Bathroom Floor - Level 2,70,1,70
G20078565,Bath (Upstairs) - Bathroom Floor - Level 2,70,5,350
G20078570,Bath (Upstairs) - Bathroom Floor - Level 3,170,1,170
G20078580,Bath (Upstairs) - Shower Floor - Level 2,50,1,50
G20078595,Bath (Upstairs) - Americast Tub Surround Level 2 - 5',120,5,600
G20078595,Bath 3 (Upstairs) - Shower Walls - Level 2,70,1,70
G20078600,Bath (Upstairs) - Americast Tub Surround Level 3 - 5',290,1,290
G20078630,Bath (Basement) - Bathroom Floor - Level 2,80,8,640
G20078630,Bath 4 (Basement) - Bathroom Floor - Level 2,62.5,2,125
G20078635,Bath (Basement) - Bathroom Floor - Level 3,200,1,200
G20078705,Master Bath Shower Walls to Ceiling Height - Level 2,730,1,730
G20078715,Master Bath Shower Walls to Ceiling Height - Level 4,1040,1,1040
G20078720,Alternate Master Bath Shower Walls to Ceiling Height - Level 1,600,1,600
G20078730,Alternate Master Bath Shower Walls to Ceiling Height - Level 3,880,1,880
G20078735,Alternate Master Bath Shower Walls to Ceiling Height - Level 4,960,8,7680
G20079010,Master Bath Shower Wall - Standard Bathroom - Level 2,275.5555556,9,2480
G20079020,Master Bath Shower Wall - Standard Bathroom - Level 3,631.6666667,6,3790
G20079025,Master Bath Shower Wall - Standard Bathroom - Level 4,970,1,970
G20079030,Master Bath Shower Wall - Alternate Bathroom - Level 2,285,18,5130
G20079040,Master Bath Shower Wall - Alternate Bathroom - Level 3,610,14,8540
G20079041,Master Bath Shower Wall - Alternate Bathroom - Level 4,880,15,13200
G20079078,Add Bench In Master Shower,200,98,19600
G20079100,Level 1 - Ceramic tile backsplash - Standard Kitchen layout,870,9,7830
G20079125,Level 2 - Ceramic tile backsplash - Standard Kitchen layout,920,8,7360
G20079150,Level 3 - Ceramic tile backsplash - Standard Kitchen layout,970,2,1940
G20079175,Level 4 - Ceramic tile backsplash - Standard Kitchen layout,1110,4,4440
G20079225,Level 6 - Ceramic tile backsplash - Standard Kitchen layout,1530,2,3060
G20079250,Level 1 - Ceramic tile backsplash - Deluxe Kitchen layout,740,36,26640
G20079275,Level 2 - Ceramic tile backsplash - Deluxe Kitchen layout,800,14,11200
G20079300,Level 3 - Ceramic tile backsplash - Deluxe Kitchen layout,836.25,8,6690
G20079325,Level 4 - Ceramic tile backsplash - Deluxe Kitchen layout,1018,10,10180
G20079350,Level 5 - Ceramic tile backsplash - Deluxe Kitchen layout,1070,7,7490
G20079400,Level 1 - Ceramic tile backsplash - Gourmet Kitchen layout,790,2,1580
G20079550,Fireplace - Level 2 Tile,30,18,540
G20079551,Fireplace - Level 3 Tile,60,15,900
G20079555,Fireplace - Level 1 Deluxe Material,260,13,3380
G20079555,Fireplace - Level 1 Tile (Stone),260,8,2080
G20079556,Fireplace - Level 2 Deluxe Material,320,2,640
G20079556,Fireplace - Level 2 Tile (Stone),320,2,640
G20079557,Fireplace - Level 3 Deluxe Material,370,5,1850
G20079557,Fireplace - Level 3 Tile (Stone),370,1,370
G30078000,Bath 2 - Americast Tub w/ tile to Walk-in Shower Level 1 - 7' High,1460,1,1460
G30078010,Bath (Upstairs) Americast Tub to Walk-in Shower Level 1 - 7' High,1460,1,1460
G30078020,Bath (Basement) 1PC to Walk-in Shower Level 1 - 7' High,2847.5,4,11390
G30078022,Bath (Basement) 1PC to Walk-in Shower Level 3 - 7' High,3240,1,3240
G30078025,Bath (Basement) 1PC to Walk-in Shower Level 1 - 9' High,3280,1,3280
G30078030,Bath (Basement) 1 PC to Americast w/ Tile - 5' High,1300,1,1300
G30078030,Bath (Basement) 1 PC to Americast w/ Tile Surround Level 1 - 5' High,1300,3,3900
G30078033,Bath (Basement) 1 PC to Americast w/ Tile Surround Level 4 - 5' High,1710,1,1710
G30078100,Master Bath Shower Floor - Standard Bathroom - Level 2,80,6,480
G30078150,Master Bath Shower Floor - Standard Bathroom - Level 3,140,2,280
G30078175,Master Bath Shower Floor - Standard Bathroom - Level 4,516.6666667,3,1550
G30078200,Master Bath Shower Floor - Alternate Bathroom - Level 2,116,15,1740
G30078225,Master Bath Shower Floor - Alternate Bathroom - Level 4,590,19,11210
G30078250,Master Bath Shower Floor - Alternate Bathroom - Level 3,160,8,1280
G30078305,Laundry Room Tile - Level 2,90.58823529,17,1540
G30078310,Laundry Room Tile - Level 3,226.6666667,12,2720
G30078315,Laundry Room Tile - Level 4,308.3333333,12,3700
G30078430,Master Bath - Bathroom Floor - Level 2,226.6666667,3,680
G30078435,Master Bath - Bathroom Floor - Level 3,450,2,900
G30078440,Master Bath - Bathroom Floor - Level 4,630,3,1890
G30078445,Alternate Master Bath - Bathroom Floor - Level 2,200,8,1600
G30078450,Alternate Master Bath - Bathroom Floor - Level 3,500.8333333,12,6010
G30078455,Alternate Master Bath - Bathroom Floor - Level 4,690,13,8970
G30078500,Bath 2 - Bathroom Floor - Level 2,58.33333333,18,1050
G30078505,Bath 2 - Bathroom Floor - Level 3,140,4,560
G30078510,Bath 2 - Bathroom Floor - Level 4,240,4,960
G30078530,Bath 2 - Tub Surround - Level 2 - Includes Bullnose to 5',90,6,540
G30078530,Bath 2 - Americast Tub Surround Level 2 - 5',117.2727273,11,1290
G30078535,Bath 2 - Americast Tub Surround Level 3 - 5',290,6,1740
G30078535,Bath 2 - Tub Surround - Level 3 - Includes Bullnose to 5',140,1,140
G30078540,Bath 2 - Americast Tub Surround Level 4 - 5',410,3,1230
G30078560,Bath 2 - Americast Tub Surround Level 4 - 7',900,2,1800
G30078565,Bath (Upstairs) - Bathroom Floor - Level 2,110,1,110
G30078605,Bath (Upstairs) - Americast Tub Surround Level 4 - 5',410,1,410
G30078615,Bath (Upstairs) - Americast Tub Surround Level 2 - 7',730,1,730
G30078630,Bath 4 (Basement) - Bathroom Floor - Level 2,40,1,40
G30078630,Bath (Basement) - Bathroom Floor - Level 2,70,4,280
G30078635,Bath (Basement) - Bathroom Floor - Level 3,200,2,400
G30078640,Bath (Basement) - Bathroom Floor - Level 4,270,2,540
G30078710,Master Bath Shower Walls to Ceiling Height - Level 3,810,1,810
G30078715,Master Bath Shower Walls to Ceiling Height - Level 4,940,1,940
G30078725,Alternate Master Bath Shower Walls to Ceiling Height - Level 2,750,1,750
G30078735,Alternate Master Bath Shower Walls to Ceiling Height - Level 4,1080,4,4320
G30079010,Master Bath Shower Wall - Standard Bathroom - Level 2,228.75,8,1830
G30079020,Master Bath Shower Wall - Standard Bathroom - Level 3,670,1,670
G30079025,Master Bath Shower Wall - Standard Bathroom - Level 4,730,2,1460
G30079030,Master Bath Shower Wall - Alternate Bathroom - Level 2,215.3846154,13,2800
G30079040,Master Bath Shower Wall - Alternate Bathroom - Level 3,570,15,8550
